table_size;sample_size;rf_accuracy;train_test_overfit;cv_overfit;best_rf;rf_cmatrix;discarded;rf_perm_importance;travel_mode;distance_threshold;trip_purpose;age_cohort;activity_cohort;schema
938;68582.0;0.654;False;True;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[ 18  20]
 [110 228]]";False;{'Feature': {8: 'dem_cohort_ages_19-40', 21: 'dem_household_size', 6: 'dem_att_vehicle', 7: 'dem_cohort_ages_13-18', 10: 'dem_cohort_ages_6-12', 2: 'dem_activity_unemployed', 17: 'dem_hou_structure_other', 19: 'dem_hou_structure_students_age6_12', 18: 'dem_hou_structure_students_age13_18', 16: 'dem_hou_structure_children', 11: 'dem_cohort_less_5', 15: 'dem_hou_size', 5: 'dem_att_license', 4: 'dem_att_card', 3: 'dem_activity_worker', 20: 'dem_hou_structure_worker', 0: 'dem_activity_retired', 14: 'dem_gender', 22: 'dem_income', 1: 'dem_activity_student', 9: 'dem_cohort_ages_41-65', 13: 'dem_education', 12: 'dem_cohort_more_65'}, 'Importance_Mean': {8: 0.002039007092198638, 21: 0.0005319148936170618, 6: 0.0005319148936170545, 7: 0.0, 10: 0.0, 2: 0.0, 17: 0.0, 19: 0.0, 18: 0.0, 16: 0.0, 11: 0.0, 15: -0.0019503546099290318, 5: -0.002127659574468044, 4: -0.004343971631205645, 3: -0.005053191489361671, 20: -0.005496453900709186, 0: -0.0071808510638297594, 14: -0.007535460992907765, 22: -0.008953900709219819, 1: -0.009840425531914854, 9: -0.011081560283687904, 13: -0.014893617021276555, 12: -0.02952127659574464}, 'Importance_Std': {8: 0.0017752645739805817, 21: 0.00645643314043727, 6: 0.0018680237150448316, 7: 0.0, 10: 0.0, 2: 0.0, 17: 0.0, 19: 0.0, 18: 0.0, 16: 0.0, 11: 0.0, 15: 0.0032160207707831617, 5: 0.006671946000789644, 4: 0.003728677454754092, 3: 0.00302069592861717, 20: 0.0032160207707831634, 0: 0.006031627196161019, 14: 0.00518825350652466, 22: 0.006814718099637446, 1: 0.0053257937219416945, 9: 0.00939256210124872, 13: 0.008969248134710459, 12: 0.010951721633151747}};walking;900;Leisure;all_features_dem;;
938;68582.0;0.654;True;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 11  27]
 [103 235]]";False;{'Feature': {18: 'div_walkable', 1: 'acc_green_areas', 5: 'acc_transportation', 2: 'acc_leisure_bar', 15: 'des_betweenness', 10: 'den_perc_leisure_cultural', 16: 'des_building_age', 12: 'den_perc_unbuilt', 17: 'des_straightness', 4: 'acc_leisure_shows', 8: 'den_perc_housing_sfr', 11: 'den_perc_leisure_shows', 7: 'den_less_walkable', 14: 'den_urban_form', 0: 'acc_general', 13: 'den_pop_total', 6: 'den_land_use_walkable', 9: 'den_perc_leisure_bar', 3: 'acc_leisure_cultural'}, 'Importance_Mean': {18: 0.02349290780141847, 1: 0.0007092198581560553, 5: 0.00017730496453904158, 2: -0.0023049645390070556, 15: -0.005851063829787196, 10: -0.006205673758865197, 16: -0.009131205673758832, 12: -0.00921985815602833, 17: -0.01072695035460989, 4: -0.012056737588652448, 8: -0.013386524822694985, 11: -0.013741134751773005, 7: -0.01374113475177301, 14: -0.01400709219858151, 0: -0.018705673758865206, 13: -0.019237588652482228, 6: -0.02003546099290776, 9: -0.022695035460992864, 3: -0.02783687943262408}, 'Importance_Std': {18: 0.010117652668894793, 1: 0.004229383135417227, 5: 0.011240351674181179, 2: 0.003928815568468157, 15: 0.005292486367588398, 10: 0.003096498084498764, 16: 0.004044147066651432, 12: 0.007323360435483464, 17: 0.006883566974398638, 4: 0.00719342651599319, 8: 0.006083524278119777, 11: 0.004401486378477449, 7: 0.009976851256176865, 14: 0.007199978902215228, 0: 0.009843619697553475, 13: 0.007820033400709359, 6: 0.006753899629340749, 9: 0.006432041541566337, 3: 0.005126536274752125}};walking;900;Leisure;purpose_combined_features_be;;
3331;245514.0;0.654;False;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 29  22]
 [439 843]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income'}, 'Importance_Mean': {1: 0.06329082270567644, 0: 0.054913728432108046}, 'Importance_Std': {1: 0.007695630751596096, 0: 0.008488287283505121}};walking;600;Sport / Stroll;combined_features_dem;;
21228;1560109.0;0.654;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[1019  616]
 [2321 4536]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income', 3: 'dem_att_vehicle', 2: 'dem_hou_structure_students_age6_12'}, 'Importance_Mean': {1: 0.05549929345266131, 0: 0.05314413565708904, 3: 0.02517663683466791, 2: 0.023724289527398336}, 'Importance_Std': {1: 0.0036530451130793087, 0: 0.003961889490233122, 3: 0.002538659098900854, 2: 0.0020630011249058657}};walking;1200;all;all_features_dem;;
3331;245514.0;0.654;False;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 29  22]
 [439 843]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income'}, 'Importance_Mean': {1: 0.06329082270567644, 0: 0.054913728432108046}, 'Importance_Std': {1: 0.007695630751596096, 0: 0.008488287283505121}};walking;600;Sport / Stroll;combined_features_all;;
5257;375554.0;0.654;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[  95   71]
 [ 656 1281]]";False;{'Feature': {8: 'den_perc_housing_sfr', 16: 'div_walkable', 13: 'des_building_age', 9: 'den_perc_sport_other', 1: 'acc_parks_L', 12: 'des_betweenness', 10: 'den_perc_unbuilt', 2: 'acc_parks_M', 5: 'acc_transportation', 4: 'acc_sport_other', 3: 'acc_parks_S', 11: 'den_urban_form', 15: 'div_unpaired', 0: 'acc_general', 7: 'den_less_walkable', 14: 'des_straightness', 6: 'den_land_use_walkable'}, 'Importance_Mean': {8: 0.015882073228720928, 16: 0.007433824694880379, 13: 0.007291171342526592, 9: 0.0013314312886353245, 1: -0.0002853067047075072, 12: -0.0015216357584402725, 10: -0.0019337454430178572, 2: -0.0019812965604691147, 5: -0.001997146932952868, 4: -0.0022190521477254126, 3: -0.0028213663021080452, 11: -0.00762402916468532, 15: -0.00828974480900296, 0: -0.008384847043905486, 7: -0.008400697416389236, 14: -0.009446822000316957, 6: -0.013615469963544099}, 'Importance_Std': {8: 0.004942572119899686, 16: 0.002924769554818376, 13: 0.003140614418728044, 9: 0.0021735247698743934, 1: 0.00036005125032808136, 12: 0.0029012676972319045, 10: 0.0017141868232170953, 2: 0.0014110392942435334, 5: 0.002608530236445807, 4: 0.0016303554757487798, 3: 0.0026981040204093606, 11: 0.003060763974288661, 15: 0.0033096928947566034, 0: 0.0015889158441601376, 7: 0.0016714441371328867, 14: 0.0016911686376096609, 6: 0.0021703437604039767}};walking;1200;Sport / Stroll;purpose_combined_features_be;;
4301;308649.0;0.653;True;True;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[  86   56]
 [ 542 1037]]";False;{'Feature': {2: 'acc_shopping_alone', 0: 'den_urban_form', 1: 'des_straightness'}, 'Importance_Mean': {2: 0.03232616695719539, 0: 0.022583769126476798, 1: 0.021847762928529878}, 'Importance_Std': {2: 0.006796938177572772, 0: 0.006609314724656533, 1: 0.005650715965024551}};walking;900;Shopping;purpose_combined_features_be;;
4381;317898.0;0.653;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[  59   36]
 [ 573 1085]]";False;{'Feature': {1: 'des_building_age', 2: 'des_mean_degree', 0: 'des_betweenness'}, 'Importance_Mean': {1: 0.03139380110287127, 2: 0.007929264118653726, 0: -0.010477277048868623}, 'Importance_Std': {1: 0.0068016656138456645, 2: 0.0075812727645331165, 0: 0.004485651316080443}};walking;900;Sport / Stroll;only_design;;
23560;1722129.0;0.653;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[1299  893]
 [2374 4858]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income', 2: 'dem_att_vehicle'}, 'Importance_Mean': {1: 0.08781833616298813, 0: 0.08636460101867574, 2: 0.02263723825693267}, 'Importance_Std': {1: 0.003256862280851094, 0: 0.005161697971076903, 2: 0.002815781995036884}};walking;1500;all;all_features_dem;;
5914;420745.0;0.653;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 125  100]
 [ 721 1420]]";False;{'Feature': {1: 'div_unpaired', 2: 'den_less_walkable', 0: 'dem_income'}, 'Importance_Mean': {1: 0.0511693434770358, 2: 0.0320231051000282, 0: 0.025669202592279543}, 'Importance_Std': {1: 0.007123476563841333, 2: 0.006139100741227424, 0: 0.005257399301980705}};walking;1500;Sport / Stroll;combined_features_all;;
3917;305460.0;0.652;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[121  63]
 [483 900]]";False;{'Feature': {38: 'des_mean_degree', 21: 'den_perc_industrial', 20: 'den_perc_housing_sfr', 34: 'den_perc_unbuilt', 12: 'acc_shopping_market', 33: 'den_perc_storage', 1: 'acc_care_public', 28: 'den_perc_school_superior', 6: 'acc_parks_M', 9: 'acc_school_superior', 37: 'des_building_age', 27: 'den_perc_school_basic', 22: 'den_perc_leisure_bar', 7: 'acc_parks_S', 16: 'den_far_ag', 30: 'den_perc_shopping_mall', 14: 'acc_transportation', 43: 'div_wt_shopping', 19: 'den_perc_housing_ch', 13: 'acc_sport_other', 8: 'acc_school_basic', 26: 'den_perc_parking', 24: 'den_perc_leisure_shows', 5: 'acc_parks_L', 2: 'acc_leisure_bar', 25: 'den_perc_office', 4: 'acc_leisure_shows', 3: 'acc_leisure_cultural', 40: 'div_wt_care', 36: 'des_betweenness', 18: 'den_perc_care_public', 23: 'den_perc_leisure_cultural', 41: 'div_wt_leisure', 17: 'den_perc_care_other', 10: 'acc_shopping_alone', 32: 'den_perc_sport_other', 29: 'den_perc_shopping_alone', 0: 'acc_care_other', 15: 'den_built_total', 44: 'div_wt_sport', 11: 'acc_shopping_mall', 42: 'div_wt_school', 31: 'den_perc_shopping_market', 35: 'den_pop_total', 39: 'div_ut_care'}, 'Importance_Mean': {38: 0.00925335035098913, 21: 0.0067219740480748595, 20: 0.0062965326526270736, 34: 0.005509466071048689, 12: 0.00544564986173152, 33: 0.0049563922569665795, 1: 0.004935120187194179, 28: 0.003701340140395633, 6: 0.002807913209955304, 9: 0.0021484790470112534, 37: 0.00197830248883214, 27: 0.001957030419059743, 22: 0.0018506700701978018, 7: 0.0016379493724739162, 16: 0.0015528610933843612, 30: 0.0015315890236119753, 14: 0.0015103169538395855, 43: 0.0014890448840671885, 19: 0.0014252286747500269, 13: 0.0008296107211231381, 8: 0.0007657945118059691, 26: 0.00010636034886191877, 24: 8.5088279089555e-05, 5: -8.50882790895587e-05, 2: -0.0002765369070410732, 25: -0.0008934269304403515, 4: -0.0009785152095299287, 3: -0.0010210593490747044, 40: -0.0010423314188470756, 36: -0.001084875558391855, 18: -0.0012337800467985753, 23: -0.001233780046798601, 41: -0.0019995745586045667, 17: -0.0023186556051904045, 10: -0.003126994256541175, 32: -0.0032333546054031308, 29: -0.0033822590938098434, 0: -0.0035311635822165713, 15: -0.003743884279940468, 44: -0.003892788768347185, 11: -0.0054031057221868, 42: -0.0058285471176345634, 31: -0.0061050840246756255, 35: -0.00657306955966818, 39: -0.014231014677728167}, 'Importance_Std': {38: 0.0035560004379719306, 21: 0.0020496387101375715, 20: 0.0029092228882839845, 34: 0.0024466579448950065, 12: 0.0016455290028346147, 33: 0.00210163312602126, 1: 0.002988404055109293, 28: 0.0022795878876186023, 6: 0.0023798113203058, 9: 0.0028609945347708304, 37: 0.0027042314789527014, 27: 0.0027911030788099083, 22: 0.0021315632908882275, 7: 0.002322555457589088, 16: 0.002385982917407782, 30: 0.0028804613281958394, 14: 0.0016599030993320006, 43: 0.002473421289725352, 19: 0.004875946322522519, 13: 0.001991979129310268, 8: 0.0022914670086356436, 26: 0.0019501975553603689, 24: 0.000564411791594211, 5: 0.00031837118798333, 2: 0.00286194335014119, 25: 0.002244782975243209, 4: 0.0009849680410798022, 3: 0.0009551135639499726, 40: 0.0018893861472696729, 36: 0.0016489627718598958, 18: 0.00270715818250297, 23: 0.0004924840205399138, 41: 0.002029672059881139, 17: 0.0017240878041227094, 10: 0.00158344806585377, 32: 0.0016959056735158136, 29: 0.001689623777265306, 0: 0.002492011852049773, 15: 0.0017649409498142145, 44: 0.0022553410398305496, 11: 0.0022212767465997225, 42: 0.002420159566616101, 31: 0.002735839588439214, 35: 0.00230770095740584, 39: 0.00264741142472132}};walking;600;Study;all_features_be;;
4381;317898.0;0.651;True;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[  53   42]
 [ 569 1089]]";False;{'Feature': {0: 'acc_parks_L', 1: 'acc_parks_M', 2: 'acc_parks_S', 7: 'den_perc_unbuilt', 9: 'des_betweenness', 3: 'acc_sport_other', 11: 'des_mean_degree', 8: 'den_pop_total', 10: 'des_building_age', 6: 'den_perc_sport_other', 4: 'acc_transportation', 5: 'den_perc_housing_sfr'}, 'Importance_Mean': {0: 0.0007225708309564668, 1: -0.00045636052481458816, 2: -0.0023768777334093735, 7: -0.004259364898269598, 9: -0.006883437915953583, 3: -0.008176459402928297, 11: -0.011066742726754123, 8: -0.011123787792355951, 10: -0.011580148317170543, 6: -0.014280281422323623, 4: -0.014831717056474595, 5: -0.029682449134816505}, 'Importance_Std': {0: 0.001168457234891599, 1: 0.0020483336009880465, 2: 0.003532139480319255, 7: 0.002575395010965896, 9: 0.001942512688970852, 3: 0.002648486076665555, 11: 0.0034904868318946635, 8: 0.004904438249297952, 10: 0.00387780590972216, 6: 0.004686691809600909, 4: 0.0034573890628079714, 5: 0.00630338653742103}};walking;900;Sport / Stroll;only_purpose_features_be;;
5257;375554.0;0.65;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[  83   83]
 [ 654 1283]]";False;{'Feature': {0: 'den_perc_housing_sfr', 2: 'den_pop_total', 1: 'den_perc_unbuilt'}, 'Importance_Mean': {0: 0.038025043588524286, 2: 0.003106673006815619, 1: -0.011364717070851215}, 'Importance_Std': {0: 0.007470706141981511, 2: 0.005816978727970806, 1: 0.003885152307356993}};walking;1200;Sport / Stroll;only_density;;
23560;1722129.0;0.65;False;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[1233  959]
 [2339 4893]]";False;{'Feature': {1: 'acc_general', 0: 'den_land_use_walkable'}, 'Importance_Mean': {1: 0.11375919637804192, 0: 0.11325693265421623}, 'Importance_Std': {1: 0.003773665852374317, 0: 0.003287000609928963}};walking;1500;all;combined_features_be;;
2964;213306.0;0.65;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[193 172]
 [243 578]]";False;{'Feature': {1: 'acc_general', 0: 'des_building_age', 2: 'den_less_walkable'}, 'Importance_Mean': {1: 0.10081506464305792, 0: 0.06753794266441825, 2: 0.0247329960652052}, 'Importance_Std': {1: 0.013393203117929891, 0: 0.01259940243380668, 2: 0.007454100403963347}};walking;900;Care;combined_features_be;;
4381;317898.0;0.649;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[  54   41]
 [ 575 1083]]";False;{'Feature': {50: 'den_perc_school_superior', 8: 'acc_school_basic', 56: 'den_perc_unbuilt', 48: 'den_perc_parking', 0: 'acc_care_other', 13: 'acc_transportation', 9: 'acc_school_superior', 3: 'acc_leisure_cultural', 43: 'den_perc_industrial', 40: 'den_perc_care_public', 57: 'des_betweenness', 4: 'acc_leisure_shows', 64: 'div_wt_school', 53: 'den_perc_shopping_market', 25: 'dem_cohort_more_65', 30: 'dem_hou_structure_other', 7: 'acc_parks_S', 59: 'des_mean_degree', 22: 'dem_cohort_ages_41-65', 1: 'acc_care_public', 28: 'dem_hou_size', 14: 'dem_activity_student', 47: 'den_perc_office', 19: 'dem_att_vehicle', 38: 'den_far_ag', 21: 'dem_cohort_ages_19-40', 17: 'dem_att_card', 18: 'dem_att_license', 32: 'dem_hou_structure_students_age13_18', 5: 'acc_parks_L', 31: 'dem_hou_structure_retiree', 2: 'acc_leisure_bar', 58: 'des_building_age', 34: 'dem_hou_structure_worker', 6: 'acc_parks_M', 52: 'den_perc_shopping_mall', 62: 'div_wt_care', 15: 'dem_activity_unemployed', 23: 'dem_cohort_ages_6-12', 20: 'dem_cohort_ages_13-18', 24: 'dem_cohort_less_5', 29: 'dem_hou_structure_children', 33: 'dem_hou_structure_students_age6_12', 45: 'den_perc_leisure_cultural', 26: 'dem_education', 46: 'den_perc_leisure_shows', 36: 'dem_income', 37: 'den_built_total', 16: 'dem_activity_worker', 27: 'dem_gender', 39: 'den_perc_care_other', 12: 'acc_sport_other', 41: 'den_perc_housing_ch', 55: 'den_perc_storage', 10: 'acc_shopping_mall', 65: 'div_wt_sport', 49: 'den_perc_school_basic', 60: 'div_ut_care', 51: 'den_perc_shopping_alone', 54: 'den_perc_sport_other', 11: 'acc_shopping_market', 63: 'div_wt_leisure', 44: 'den_perc_leisure_bar', 35: 'dem_household_size', 61: 'div_ut_shopping', 42: 'den_perc_housing_sfr'}, 'Importance_Mean': {50: 0.005856626735120729, 8: 0.0041642897889332215, 56: 0.004126259745198683, 48: 0.0039551245483932075, 0: 0.003460733979844055, 13: 0.003194523673702191, 9: 0.0027001331051530425, 3: 0.0023008176459402563, 43: 0.002129682449134792, 40: 0.0021106674272675097, 57: 0.001958547252329316, 4: 0.0019015021867274996, 64: 0.0016543069024529142, 53: 0.0015592317931165296, 25: 0.0014071116181783286, 30: 0.0014071116181783249, 7: 0.0013500665525765232, 59: 0.0013120365088419592, 22: 0.001121886290169205, 1: 0.0011028712683019304, 28: 0.0010838562464346594, 14: 0.00104582620270011, 47: 0.0009317360714964658, 19: 0.0009317360714964658, 38: 0.0008366609621600962, 21: 0.0007225708309564372, 17: 0.0006655257653546132, 18: 0.0006655257653546132, 32: 0.0005704506560182399, 5: 0.0005514356341509652, 31: 0.0004943905685491375, 2: 0.00047537554668185175, 58: 0.00043734550294730984, 34: 0.00036128541547821117, 6: 0.0002662103061418453, 52: 0.00017113519680546086, 62: 0.00013310515307090782, 15: 0.0, 23: 0.0, 20: 0.0, 24: 0.0, 29: 0.0, 33: 0.0, 45: 0.0, 26: -0.00019015021867277253, 46: -0.00022818026240729964, 36: -0.0002852253280091384, 37: -0.00032325537174369886, 16: -0.0003612854154782223, 27: -0.0003612854154782371, 39: -0.0004943905685491708, 12: -0.0005134055904164417, 41: -0.001121886290169253, 55: -0.0011979463776383406, 10: -0.001901502186727529, 65: -0.002129682449134836, 49: -0.0027191481270203654, 60: -0.0034607339798440996, 51: -0.004183304810800548, 54: -0.004430500095075115, 11: -0.006293972238068105, 63: -0.007149648222095465, 44: -0.008404639665335637, 35: -0.010192051720859496, 61: -0.010344171895797708, 42: -0.01207453888571974}, 'Importance_Std': {50: 0.001986683078396506, 8: 0.0013984769734319822, 56: 0.00168376918100498, 48: 0.0020511559703611766, 0: 0.001619740592435589, 13: 0.0020227550708457453, 9: 0.0015015848657463156, 3: 0.0012453024780401589, 43: 0.0016789305993264243, 40: 0.0027679106052349036, 57: 0.001563515882157945, 4: 0.0016089899829858294, 64: 0.002010653123736019, 53: 0.0015231020646130924, 25: 0.0011287942254919615, 30: 0.0009628438030935036, 7: 0.0019787503561747247, 59: 0.0016608508635335693, 22: 0.0020113723057759024, 1: 0.002365517633022849, 28: 0.0010656897713787264, 14: 0.001160539609786411, 47: 0.001883255291859402, 19: 0.0022457859801624075, 38: 0.0022275998700296605, 21: 0.0013168503284411923, 17: 0.000834280698554088, 18: 0.0009089498690029902, 32: 0.0008713777704802667, 5: 0.00010239902656654055, 31: 0.0014709320863900744, 2: 0.0027202116964648282, 58: 0.0019578086656141655, 34: 0.0011263892922319593, 6: 0.0005842286174457816, 52: 0.0015103482367226104, 62: 0.001996215072313434, 15: 0.0, 23: 0.0, 20: 0.0, 24: 0.0, 29: 0.0, 33: 0.0, 45: 0.0, 26: 0.00208472638504137, 46: 0.0007155310029369272, 36: 0.0021734594209803474, 37: 0.0022419186555217934, 16: 0.0007997619640544864, 27: 0.0010871870970848294, 39: 0.001563862726370188, 12: 0.0011723188927019131, 41: 0.0030524292879375863, 55: 0.0019223989621410527, 10: 0.0013843144874083589, 65: 0.0022957046241166086, 49: 0.00159102450243459, 60: 0.0026509422959259798, 51: 0.002640282176491305, 54: 0.0020124505969393754, 11: 0.002435779026915612, 63: 0.002336914469783195, 44: 0.002588837790472336, 35: 0.003636992649858971, 61: 0.0034250272058409473, 42: 0.004381920921403171}};walking;900;Sport / Stroll;all_features_all;;
3571;255187.0;0.649;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[284 261]
 [241 643]]";False;{'Feature': {2: 'acc_general', 1: 'den_land_use_walkable', 0: 'div_wt_care', 3: 'den_less_walkable'}, 'Importance_Mean': {2: 0.0817588056916258, 1: 0.03790529507814317, 0: 0.03349661768136221, 3: 0.01747142523909488}, 'Importance_Std': {2: 0.0102801412406906, 1: 0.005990146621377017, 0: 0.007854569802117692, 3: 0.0037357838067958015}};walking;1200;Care;purpose_combined_features_be;;
5257;375554.0;0.646;False;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[  94   72]
 [ 672 1265]]";False;{'Feature': {1: 'den_perc_housing_sfr', 0: 'des_building_age'}, 'Importance_Mean': {1: 0.05728324615628466, 0: 0.04617213504517356}, 'Importance_Std': {1: 0.005097416704325063, 0: 0.004946763873605527}};walking;1200;Sport / Stroll;only_purpose_features_be;;
3917;305460.0;0.646;False;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[103  81]
 [474 909]]";False;{'Feature': {0: 'des_building_age', 1: 'des_betweenness'}, 'Importance_Mean': {0: 0.06575196766645393, 1: 0.03061050840246753}, 'Importance_Std': {0: 0.010601283367921932, 1: 0.005905403957446259}};walking;600;Study;only_design;;
18164;1344443.0;0.646;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[ 638  412]
 [2161 4055]]";False;{'Feature': {0: 'des_building_age', 1: 'des_betweenness'}, 'Importance_Mean': {0: 0.08536562987430033, 1: 0.04029727497935586}, 'Importance_Std': {0: 0.004151683538667414, 1: 0.003769815973184975}};walking;900;all;only_design;;
5257;375554.0;0.645;True;True;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[  91   75]
 [ 672 1265]]";False;{'Feature': {5: 'dem_household_size', 17: 'div_walkable', 14: 'des_building_age', 1: 'acc_green_areas', 15: 'des_straightness', 8: 'den_land_use_walkable', 4: 'dem_gender', 7: 'dem_social', 9: 'den_less_walkable', 3: 'dem_attitude', 13: 'des_betweenness', 6: 'dem_income', 10: 'den_perc_housing_sfr', 2: 'acc_transportation', 12: 'den_urban_form', 11: 'den_perc_unbuilt', 0: 'acc_general', 16: 'div_unpaired'}, 'Importance_Mean': {5: 0.013250911396417774, 17: 0.005452528134411131, 14: 0.004660009510223458, 1: 0.0032493263591694094, 15: 0.002393406245046729, 8: 0.002044698050404159, 4: 0.0016642891107940705, 7: 0.0005230622919638273, 9: 0.00045966080202881253, 3: -0.0008876208590902213, 13: -0.0027738151846568803, 6: -0.003059121889364443, 10: -0.003185924869234469, 2: -0.003978443493422131, 12: -0.007592328419717897, 11: -0.008099540339198, 0: -0.00868600412109688, 16: -0.010952607386273608}, 'Importance_Std': {5: 0.004507306409808523, 17: 0.0027555953478650423, 14: 0.002553041888312046, 1: 0.002270811345996902, 15: 0.0017077994847481588, 8: 0.0017840648660999421, 4: 0.0020461719724196308, 7: 0.0028855079617362235, 9: 0.0022116240051133387, 3: 0.002001419447476891, 13: 0.0016927277634929498, 6: 0.0017086819165077493, 10: 0.004029518840205492, 2: 0.00256800493523229, 12: 0.0022252139164321365, 11: 0.002952980120486623, 0: 0.0022131570360700023, 16: 0.0032027559314091324}};walking;1200;Sport / Stroll;combined_features_all;;
4738;338083.0;0.645;False;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 114  107]
 [ 566 1109]]";False;{'Feature': {0: 'des_betweenness', 1: 'des_straightness'}, 'Importance_Mean': {0: 0.052162447257384, 1: 0.04799578059071733}, 'Importance_Std': {0: 0.006571131672969281, 1: 0.008072664731854728}};walking;1200;Shopping;only_design;;
2964;213306.0;0.645;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[188 177]
 [244 577]]";False;{'Feature': {1: 'des_building_age', 0: 'div_wt_care', 2: 'den_perc_housing_sfr'}, 'Importance_Mean': {1: 0.07554806070826307, 0: 0.045699831365935924, 2: 0.04097807757166948}, 'Importance_Std': {1: 0.009708304712515606, 0: 0.009273340360787538, 2: 0.010785990821549667}};walking;900;Care;only_purpose_features_be;;
5074;359623.0;0.644;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 175  120]
 [ 602 1133]]";False;{'Feature': {2: 'den_pop_total', 0: 'den_perc_housing_sfr', 1: 'den_perc_unbuilt'}, 'Importance_Mean': {2: 0.08341543513957309, 0: 0.06280788177339905, 1: 0.01676518883415439}, 'Importance_Std': {2: 0.007585069470243766, 0: 0.006153693319389314, 1: 0.0056345770382880845}};walking;1500;Shopping;only_density;;
